docId,filename,0 â fo faid,1 day water put,2 â tom ll,3 men â king,4 king george man,5 â œ man,6 god â thy,7 â 1 ft,8 â love iâ,9 oâ ye â
78,104184184.txt,0.37861470750156967,0.10609554554863512,2.2226368504884458E-5,0.4194666220316474,0.006790102156233557,3.0950831151616335E-4,0.035467341462678895,0.053102970217673816,9.154991510361304E-5,3.942648643683752E-5
79,104184185.txt,7.289253353384055E-4,2.102745097094905E-5,0.12225837131687912,0.1298322965592834,3.162881342641486E-5,0.33368599615142186,0.3766974900603414,0.03175727493811288,0.004248204877262784,7.387844969627018E-4
80,104184186.txt,0.0019667250256272415,0.049710106273787066,0.009115559905866637,0.11038698493672984,9.992848606205627E-4,0.2035694093325365,0.01961658312675435,1.1202570967214901E-4,0.19267522427256054,0.41184809655584503
81,104184187.txt,3.818542164498025E-4,2.0876503154734546E-5,2.8076695571962963E-5,2.7185800804715818E-5,3.140176259068734E-5,0.06807498883840069,2.206230203810399E-5,7.638414235561303E-4,0.3084539292222681,0.622195783235165
82,104184188.txt,4.3689734894404785E-5,0.49603705278637744,3.0654501874230964E-5,0.18104316253442873,0.00861842930000908,0.22398785167795718,0.026522968591857394,0.05793719376778116,1.2626520807988288E-4,0.005652731896740446
83,104184189.txt,4.0249667431447926E-5,0.06294309112953574,0.07773530598648513,0.09802076760728355,0.10180721049964793,0.335633918356861,0.28093667023949576,0.02243001025538443,0.019371171273849457,0.0010816049840254244
84,104184190.txt,2.7935667518490298E-5,1.457423169612677E-5,0.037725205637093855,1.8978856604288235E-5,0.01696557995677313,0.7054632142033557,1.540205748395826E-5,0.20481171700062575,0.03492262328697627,3.476910187249602E-5
85,104184191.txt,1.5811322180962737E-4,0.0014331858415263644,1.1093869225845644E-4,1.0741852371992674E-4,1.240769401617234E-4,0.35272609163643776,0.040608086459607215,0.004368843153904184,0.6001664557200985,1.967898104761159E-4
86,104184192.txt,0.001369920618028843,2.6840278674243912E-5,3.6097344838735193E-5,3.495194880928013E-5,4.037228134182766E-5,0.1292735848020176,2.8364823864850945E-5,1.0306506476025749E-4,0.03750543549499469,0.8315813673426696
87,104184193.txt,1.0310440732180868E-4,5.37902851329853E-5,7.23422619781707E-5,7.004678733864323E-5,8.09096116773902E-5,0.0450463410402027,5.6845608123337374E-5,0.08211900794502701,0.45477999268888253,0.4176176193643155
88,104184194.txt,0.014356478440066168,7.886690541622038E-5,1.0606767223714064E-4,1.0270206484477658E-4,1.1862905496128031E-4,0.2132652431721627,8.334659665972964E-5,0.0015942357946908197,0.7701062810005309,1.8814929843017522E-4
89,104184195.txt,4.812631968223543E-5,2.5107835109596498E-5,0.002089385464069935,3.269592607861342E-5,3.7766395618744555E-5,0.11270696702611374,2.6533976385082643E-5,9.641258509151176E-5,0.15472156623012748,0.730215438241723
90,104184196.txt,4.98477821127779E-5,2.600593401137851E-5,0.0013124633475490343,0.017067040225940355,3.911728701505198E-5,0.061806469051553396,8.791418267590596E-4,0.010745595467078362,9.95720967587144E-4,0.9070785981103934
91,104184197.txt,1.088571536846176E-4,5.6791532850625615E-5,7.637862371364293E-5,7.395507226608681E-5,8.542399167707946E-5,0.023381732895291323,6.001732865272757E-5,2.1807608937759676E-4,0.7396029726049799,0.23633579470750649
92,104184198.txt,0.0016122525013592462,0.001599569071560835,0.029241425616382724,1.8015802986659813E-5,0.0054576132995581925,0.009093902220952476,1.462050317391118E-5,0.014324733846291031,0.044477201334049865,0.8941606658036851
93,104184199.txt,4.628069238476773E-5,2.4144958534687856E-5,3.2472423439476154E-5,0.18110502580251164,3.631806773618161E-5,0.06647683480357267,0.01900266055664745,9.271519663465032E-5,0.0653676861980463,0.6678158613004921
94,104184200.txt,3.401577084002525E-5,0.011931646120232724,2.3866853701199852E-5,0.24033518713210544,0.032281397846883934,0.5710372139352143,3.093371864031145E-4,0.054697734177152034,0.030028348139677457,0.059321252837789655
95,104184201.txt,2.947110343017659E-4,0.033258350828761545,0.2817892152281327,0.021918646799224704,0.03141968308097178,0.30264782548907504,1.7027450719749532E-5,0.03435941785482262,0.04652285842031295,0.24777226381367706
96,104184202.txt,0.17063570341310533,1.406010504477249E-4,1.8909358819624476E-4,0.002485339471156117,0.04855865283796129,3.3093440269114666E-4,1.485872810623895E-4,0.12716342772152894,0.647709988542525,0.002637671691325723
97,104184203.txt,3.9119798762515924E-5,0.4010418836513363,2.7448048091467368E-5,2.657710078382711E-5,0.001701621476396789,0.5741771148524927,2.1568319028079237E-5,0.007764614539935948,0.01515136319339121,4.8689019781080414E-5
98,104184204.txt,4.5738204571478655E-5,2.3861938876110985E-5,0.04965390219672474,0.2676762713481542,0.02855866526859026,0.3001313640645401,0.3536294568118177,9.162841807345592E-5,1.3218537332341672E-4,5.692637532853721E-5
99,104184205.txt,7.36277056891541E-4,2.1239527512970816E-5,0.004201957630288519,2.765853839956694E-5,0.877487764086978,0.1068192884430934,2.2445946414714115E-5,8.155851528852553E-5,0.0063777473457206964,0.004224062909412071
100,104184206.txt,3.9054541638029433E-5,0.24256727456189447,2.7402261028448723E-5,0.33298637559642946,3.064745611027869E-5,0.31799458040918155,0.10311230532053434,7.823887934394416E-5,0.002781886076916144,3.822348969233462E-4
101,104184207.txt,0.290605343495659,9.908399006822353E-5,1.3325751945052157E-4,0.04393470715509299,1.4903894151232632E-4,2.3321519266795523E-4,1.0471202479759545E-4,0.28430616731963726,0.38019809405534954,2.3638030576466016E-4
102,104184208.txt,0.37550755020438437,1.3323907168255096E-4,0.004542589707187269,1.7350658945703784E-4,2.0041391346855756E-4,3.1360642372143356E-4,0.006685902943440937,0.18377431264246755,0.4283510159263669,3.178625778234724E-4
103,104184209.txt,2.0345657495404344E-4,1.0614470771167234E-4,1.4275344021490212E-4,1.3822376568222732E-4,1.5965944522006406E-4,2.4983408967096395E-4,0.0035882676698947603,0.1377132973568809,0.6714741159356342,0.18622424701413617
104,104184210.txt,1.4699468546651608E-4,0.0025881200139240236,1.0313747318508871E-4,9.986484322291314E-5,0.001371067771264613,1.8050182668361524E-4,8.104408437325204E-5,0.19618616344636833,0.6822785725554491,0.11696453330006254
105,104184211.txt,0.43489181198269383,0.039649845254193135,0.06633658507228224,0.02915850946310678,0.0784670448878948,1.1617018110300974E-4,0.18108296692904224,0.10767656652320384,0.0625027529052717,1.1774680120845556E-4
106,104184212.txt,3.189346817711398E-5,0.013094380793446377,0.008740872259277244,0.24032517234643663,0.030539758662118572,0.3365185606205793,0.3122486684255614,0.05836882490017817,9.217349122180528E-5,3.969503300335719E-5
107,104184213.txt,5.279275451576043E-5,2.7542346560366567E-5,0.1308232928134321,0.14164580721654885,0.005453273188986527,0.2747159544048736,0.43297669715193193,5.567480367663227E-4,0.013682185524739737,6.570656164465068E-5
108,104184214.txt,1.611607324303731E-4,0.017981578061774098,1.130769501412561E-4,0.048295064210491186,1.264684276578656E-4,0.25626981132686705,0.481944607170299,0.10220093051923729,0.0927067198185351,2.005827825667269E-4
109,104184215.txt,0.43764410354711664,0.13758029017445433,0.05978534138386304,3.418570859998233E-5,0.06279851719027744,6.178934096954351E-5,0.006475588536670306,0.11444259994512015,0.18111495624914575,6.26279237827049E-5
110,104184216.txt,0.34320251590958817,7.536326011169674E-5,1.0135563871897271E-4,9.813954771088789E-5,1.1335898471823405E-4,0.12851565075265942,7.964394203554009E-5,0.054586349666527936,0.47304783149160046,1.7979080632863622E-4
111,104184217.txt,0.06364085275224951,0.37712263034102783,0.0267151769329509,2.2516635383461244E-4,1.9160313638578924E-5,2.3856041774345324E-4,0.0025164034470206626,0.5152377598125683,0.014253900787295274,3.0388841671017178E-5
112,104184218.txt,0.24869519604447884,0.4835279768865554,2.269308215800492E-5,0.0561092610060286,3.016726376616224E-4,3.971536878017536E-5,1.783192867060067E-5,0.20921788196237615,9.347229820958404E-5,0.001974298785080975
113,104184219.txt,0.326279159963616,0.3276034396582531,2.20001373477584E-5,0.07528865272881155,2.4605569704103302E-5,0.011288426939583051,1.728742165551369E-5,0.25586466489704895,0.0022334607977944902,0.0013783018861855114
114,104184220.txt,0.3607596083324319,0.3234467910634149,2.3384401060157176E-5,0.08173412022442497,2.615376900512991E-5,6.103432162158648E-4,1.837515806826398E-5,0.22982691555118173,0.0035128276090688336,4.148067512824892E-5
115,104184221.txt,0.4495223621294675,0.1030647218249405,0.0014504671186699168,0.05474765588295967,0.17946962674860517,0.03664911411036005,2.2932452577063177E-5,0.17347985973199984,0.0015414915415199587,5.176845890028327E-5
116,104184222.txt,0.21617032298788696,1.5865307356342293E-5,0.5666092571099629,2.0660121204125023E-5,2.3864083526802744E-5,3.734236690809552E-5,1.676646707681958E-5,0.21698018508375538,8.788730818049312E-5,3.784916414206069E-5
117,104184223.txt,0.28260005025850066,0.0751821964563901,2.561609998757935E-5,0.1004502561884735,2.8649763582311668E-5,4.483096877863684E-5,0.2021185557655581,0.339398892956774,1.0551214331901242E-4,4.543939863604008E-5
118,104184224.txt,0.5739574482185898,0.022757444651280014,3.2757342141193345E-5,0.0016270223367929788,0.02994859441388553,0.19189268420847397,0.12007239713605196,0.020034833819322244,0.03961871090446487,5.810696899733236E-5
119,104184225.txt,0.5737740985595864,0.01740837260121014,0.018525894821931413,0.03369125098894164,0.020748954439624677,0.29487164114459846,0.019999027523227655,0.0208017216020971,1.2514424500945217E-4,5.3894073773081146E-5
120,104184226.txt,0.6094426647251355,2.2973295757080385E-5,0.009059024510293548,0.02861898781037059,0.0937013821315648,0.13961388220309137,0.08165360083532866,4.643880753868622E-4,0.037368290034445216,5.480637862626996E-5
121,104184227.txt,0.4201030711684994,0.01263943909773703,0.02524016160970296,0.006850989779641177,8.889597918918379E-5,1.3910386576583005E-4,6.245668335274966E-5,0.1869965925931069,0.34773829748937635,1.409917336285579E-4
