docId,filename,toptopics...
0,file:/C:/Users/Willi/DigHist/tmt/input/104184105.txt,8,0.701155771307187,3,0.1451095550167665,6,0.07987916949722924,9,0.03712987888836397,2,0.027334309917628218,7,0.008988595872988609,5,1.3991626302671978E-4,0,1.1394315200650508E-4,4,8.94151513171459E-5,1,5.944493348621945E-5
1,file:/C:/Users/Willi/DigHist/tmt/input/104184106.txt,8,0.5085083045099388,5,0.19319223346705114,9,0.12887706007422717,4,0.09250610916992746,2,0.06940141440885099,6,0.00670319694550936,7,3.8675137561466617E-4,0,1.9305488306022438E-4,3,1.311570929863229E-4,1,1.0071807283380867E-4
2,file:/C:/Users/Willi/DigHist/tmt/input/104184107.txt,5,0.438390619733283,1,0.26514448339845664,3,0.21826222081382865,6,0.04693415657923297,8,0.02584680728069726,7,0.003272881042351128,9,0.0013415973096063327,4,6.826871164763587E-4,0,7.319213540110088E-5,2,5.135459066654473E-5
3,file:/C:/Users/Willi/DigHist/tmt/input/104184108.txt,5,0.5072023226487511,3,0.25886119460322127,8,0.1210873228818228,4,0.06574789340778939,2,0.028299599390803166,6,0.010552403142387536,9,0.007321334187215619,1,6.969917312805811E-4,7,1.5404385593920873E-4,0,7.689415078931719E-5
4,file:/C:/Users/Willi/DigHist/tmt/input/104184109.txt,9,0.9733628688574912,5,0.021294113835837937,7,0.004851367690438714,8,1.993154432774511E-4,0,6.896625768551689E-5,4,5.4120219233321835E-5,2,4.8389542316726744E-5,3,4.6854105572436036E-5,6,3.802387269331354E-5,1,3.598017545341355E-5
5,file:/C:/Users/Willi/DigHist/tmt/input/104184110.txt,8,0.9318557463552306,3,0.06683667633905546,7,3.259987631228421E-4,9,2.0253463211917984E-4,5,1.9982270984383193E-4,0,1.6272897023943115E-4,4,1.276990783685831E-4,2,1.141772898199747E-4,6,8.971902863155568E-5,1,8.489683356847727E-5
6,file:/C:/Users/Willi/DigHist/tmt/input/104184111.txt,1,0.4392461568672025,5,0.26198984012684257,3,0.20403344657586783,7,0.045449983981668614,8,0.03895433067392761,4,0.006090518003299367,9,0.003095509017666826,0,0.0010663366383560303,2,4.137006019054515E-5,6,3.2508054978157E-5
7,file:/C:/Users/Willi/DigHist/tmt/input/104184112.txt,3,0.46494524093648276,5,0.41441988950507846,1,0.08745533463507908,6,0.019087317945262288,8,0.0129853522965322,9,8.890908831913851E-4,7,9.717162654808834E-5,0,4.8505210796467044E-5,4,3.806372464392202E-5,2,3.403323638525191E-5
8,file:/C:/Users/Willi/DigHist/tmt/input/104184113.txt,5,0.679922379232818,9,0.12459457779855937,3,0.06177042565611467,2,0.04236660123115807,1,0.038478221084577185,4,0.03778345721657848,8,0.009645325455199654,7,0.0053749411761710875,0,4.130051383548345E-5,6,2.2770634988052232E-5
9,file:/C:/Users/Willi/DigHist/tmt/input/104184114.txt,9,0.6379018289494499,8,0.25135434373076576,5,0.06633732844876598,7,0.01700506892691178,3,0.013298049074282172,1,0.012684653241408165,0,0.0012750622942366548,4,5.5326252849676206E-5,2,4.9467871553760625E-5,6,3.8871209776232824E-5
